CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Oregon,EIP,2020,2020,37,0-4 yr,null,null
Ohio,IHSP,2020,2020,37,0-4 yr,null,null
New York,EIP,2020,2020,37,0-4 yr,null,null
New Mexico,EIP,2020,2020,37,0-4 yr,null,null
Minnesota,EIP,2020,2020,37,0-4 yr,null,null
Michigan,IHSP,2020,2020,37,0-4 yr,null,null
Maryland,EIP,2020,2020,37,0-4 yr,null,null
Entire Network,IHSP,2020,2020,37,0-4 yr,null,null
Iowa,IHSP,2020,2020,37,0-4 yr,null,null
Georgia,EIP,2020,2020,37,0-4 yr,null,null
Entire Network,EIP,2020,2020,37,0-4 yr,null,null
Connecticut,EIP,2020,2020,37,0-4 yr,null,null
Entire Network,COVID-NET,2020,2020,37,0-4 yr,null,null
Colorado,EIP,2020,2020,37,0-4 yr,null,null
California,EIP,2020,2020,37,0-4 yr,null,null
California,EIP,2020,2020,38,0-4 yr,null,null
Colorado,EIP,2020,2020,38,0-4 yr,null,null
Entire Network,COVID-NET,2020,2020,38,0-4 yr,null,null
Connecticut,EIP,2020,2020,38,0-4 yr,null,null
Entire Network,EIP,2020,2020,38,0-4 yr,null,null
Georgia,EIP,2020,2020,38,0-4 yr,null,null
Iowa,IHSP,2020,2020,38,0-4 yr,null,null
Entire Network,IHSP,2020,2020,38,0-4 yr,null,null
Maryland,EIP,2020,2020,38,0-4 yr,null,null
Michigan,IHSP,2020,2020,38,0-4 yr,null,null
Minnesota,EIP,2020,2020,38,0-4 yr,null,null
New Mexico,EIP,2020,2020,38,0-4 yr,null,null
New York,EIP,2020,2020,38,0-4 yr,null,null
Ohio,IHSP,2020,2020,38,0-4 yr,null,null
Oregon,EIP,2020,2020,38,0-4 yr,null,null
Utah,IHSP,2020,2020,38,0-4 yr,null,null
Tennessee,EIP,2020,2020,38,0-4 yr,null,null
Utah,IHSP,2020,2020,39,0-4 yr,null,null
Tennessee,EIP,2020,2020,39,0-4 yr,null,null
Oregon,EIP,2020,2020,39,0-4 yr,null,null
Ohio,IHSP,2020,2020,39,0-4 yr,null,null
New York,EIP,2020,2020,39,0-4 yr,null,null
New Mexico,EIP,2020,2020,39,0-4 yr,null,null
Minnesota,EIP,2020,2020,39,0-4 yr,null,null
Michigan,IHSP,2020,2020,39,0-4 yr,null,null
Maryland,EIP,2020,2020,39,0-4 yr,null,null
Entire Network,IHSP,2020,2020,39,0-4 yr,null,null
Iowa,IHSP,2020,2020,39,0-4 yr,null,null
Georgia,EIP,2020,2020,39,0-4 yr,null,null
Entire Network,EIP,2020,2020,39,0-4 yr,null,null
Connecticut,EIP,2020,2020,39,0-4 yr,null,null
Entire Network,COVID-NET,2020,2020,39,0-4 yr,null,null
Colorado,EIP,2020,2020,39,0-4 yr,null,null
California,EIP,2020,2020,39,0-4 yr,null,null
Utah,IHSP,2020,2020,10,5-17 yr,0,0
Tennessee,EIP,2020,2020,10,5-17 yr,0,0
Oregon,EIP,2020,2020,10,5-17 yr,0,0
Ohio,IHSP,2020,2020,10,5-17 yr,0,0
New York,EIP,2020,2020,10,5-17 yr,0,0
New Mexico,EIP,2020,2020,10,5-17 yr,0,0
Minnesota,EIP,2020,2020,10,5-17 yr,0,0
Michigan,IHSP,2020,2020,10,5-17 yr,0,0
Maryland,EIP,2020,2020,10,5-17 yr,0,0
Entire Network,IHSP,2020,2020,10,5-17 yr,0,0
Iowa,IHSP,2020,2020,10,5-17 yr,0,0
Georgia,EIP,2020,2020,10,5-17 yr,0,0
Entire Network,EIP,2020,2020,10,5-17 yr,0,0
Connecticut,EIP,2020,2020,10,5-17 yr,0,0
Entire Network,COVID-NET,2020,2020,10,5-17 yr,0,0
Colorado,EIP,2020,2020,10,5-17 yr,0,0
California,EIP,2020,2020,10,5-17 yr,0,0
Oregon,EIP,2020,2020,11,5-17 yr,0,0
Utah,IHSP,2020,2020,11,5-17 yr,0,0
Tennessee,EIP,2020,2020,11,5-17 yr,0,0
California,EIP,2020,2020,11,5-17 yr,0,0
Colorado,EIP,2020,2020,11,5-17 yr,0,0
Entire Network,COVID-NET,2020,2020,11,5-17 yr,0,0
Entire Network,EIP,2020,2020,11,5-17 yr,0,0
Connecticut,EIP,2020,2020,11,5-17 yr,0,0
Georgia,EIP,2020,2020,11,5-17 yr,0,0
Iowa,IHSP,2020,2020,11,5-17 yr,0,0
Maryland,EIP,2020,2020,11,5-17 yr,0,0
Entire Network,IHSP,2020,2020,11,5-17 yr,0,0
Michigan,IHSP,2020,2020,11,5-17 yr,0,0
Minnesota,EIP,2020,2020,11,5-17 yr,0,0
New York,EIP,2020,2020,11,5-17 yr,0,0
New Mexico,EIP,2020,2020,11,5-17 yr,0,0
Ohio,IHSP,2020,2020,11,5-17 yr,0,0
Connecticut,EIP,2020,2020,12,5-17 yr,0.7,0.7
Entire Network,COVID-NET,2020,2020,12,5-17 yr,0.1,0.1
Colorado,EIP,2020,2020,12,5-17 yr,0,0
California,EIP,2020,2020,12,5-17 yr,0,0
New Mexico,EIP,2020,2020,12,5-17 yr,0,0
Minnesota,EIP,2020,2020,12,5-17 yr,0,0
Michigan,IHSP,2020,2020,12,5-17 yr,0,0
Maryland,EIP,2020,2020,12,5-17 yr,0.2,0.2
Entire Network,IHSP,2020,2020,12,5-17 yr,0,0
Iowa,IHSP,2020,2020,12,5-17 yr,0,0
Georgia,EIP,2020,2020,12,5-17 yr,0.3,0.3
Entire Network,EIP,2020,2020,12,5-17 yr,0.1,0.1
Utah,IHSP,2020,2020,12,5-17 yr,0,0
Tennessee,EIP,2020,2020,12,5-17 yr,0,0
Oregon,EIP,2020,2020,12,5-17 yr,0,0
Ohio,IHSP,2020,2020,12,5-17 yr,0,0
New York,EIP,2020,2020,12,5-17 yr,0,0
California,EIP,2020,2020,13,5-17 yr,0,0
Colorado,EIP,2020,2020,13,5-17 yr,0.2,0.2
Connecticut,EIP,2020,2020,13,5-17 yr,0.7,0
Entire Network,COVID-NET,2020,2020,13,5-17 yr,0.2,0.1
Entire Network,EIP,2020,2020,13,5-17 yr,0.2,0.1
Georgia,EIP,2020,2020,13,5-17 yr,0.7,0.4
Entire Network,IHSP,2020,2020,13,5-17 yr,0.1,0.1
Iowa,IHSP,2020,2020,13,5-17 yr,0,0
Maryland,EIP,2020,2020,13,5-17 yr,0.2,0
Michigan,IHSP,2020,2020,13,5-17 yr,0.5,0.5
New Mexico,EIP,2020,2020,13,5-17 yr,0,0
Minnesota,EIP,2020,2020,13,5-17 yr,0,0
New York,EIP,2020,2020,13,5-17 yr,0,0
Ohio,IHSP,2020,2020,13,5-17 yr,0,0
Tennessee,EIP,2020,2020,13,5-17 yr,0,0
Oregon,EIP,2020,2020,13,5-17 yr,0,0
Utah,IHSP,2020,2020,13,5-17 yr,0,0
California,EIP,2020,2020,14,5-17 yr,0,0
Entire Network,COVID-NET,2020,2020,14,5-17 yr,0.4,0.2
Colorado,EIP,2020,2020,14,5-17 yr,0.9,0.7
Iowa,IHSP,2020,2020,14,5-17 yr,0,0
Georgia,EIP,2020,2020,14,5-17 yr,0.8,0.1
Entire Network,EIP,2020,2020,14,5-17 yr,0.4,0.2
Connecticut,EIP,2020,2020,14,5-17 yr,1.3,0.7
Tennessee,EIP,2020,2020,14,5-17 yr,0,0
Utah,IHSP,2020,2020,14,5-17 yr,0,0
Oregon,EIP,2020,2020,14,5-17 yr,0.4,0.4
Ohio,IHSP,2020,2020,14,5-17 yr,0.6,0.6
New York,EIP,2020,2020,14,5-17 yr,0,0
New Mexico,EIP,2020,2020,14,5-17 yr,0,0
Minnesota,EIP,2020,2020,14,5-17 yr,0,0
Michigan,IHSP,2020,2020,14,5-17 yr,0.5,0
Maryland,EIP,2020,2020,14,5-17 yr,0.5,0.3
Entire Network,IHSP,2020,2020,14,5-17 yr,0.4,0.3
Entire Network,COVID-NET,2020,2020,15,5-17 yr,0.5,0.1
Colorado,EIP,2020,2020,15,5-17 yr,1.1,0.2
Connecticut,EIP,2020,2020,15,5-17 yr,2,0.7
Entire Network,EIP,2020,2020,15,5-17 yr,0.5,0.1
Iowa,IHSP,2020,2020,15,5-17 yr,0,0
Georgia,EIP,2020,2020,15,5-17 yr,1.1,0.3
Entire Network,IHSP,2020,2020,15,5-17 yr,0.5,0.1
Maryland,EIP,2020,2020,15,5-17 yr,0.7,0.2
Minnesota,EIP,2020,2020,15,5-17 yr,0,0
Michigan,IHSP,2020,2020,15,5-17 yr,0.5,0
New Mexico,EIP,2020,2020,15,5-17 yr,0,0
New York,EIP,2020,2020,15,5-17 yr,0,0
Oregon,EIP,2020,2020,15,5-17 yr,0.4,0
Ohio,IHSP,2020,2020,15,5-17 yr,0.8,0.3
Tennessee,EIP,2020,2020,15,5-17 yr,0,0
Utah,IHSP,2020,2020,15,5-17 yr,0,0
California,EIP,2020,2020,15,5-17 yr,0,0
Tennessee,EIP,2020,2020,16,5-17 yr,0,0
Utah,IHSP,2020,2020,16,5-17 yr,0.4,0.4
Oregon,EIP,2020,2020,16,5-17 yr,0.4,0
Ohio,IHSP,2020,2020,16,5-17 yr,1.1,0.3
New York,EIP,2020,2020,16,5-17 yr,0,0
New Mexico,EIP,2020,2020,16,5-17 yr,0,0
Minnesota,EIP,2020,2020,16,5-17 yr,0,0
Michigan,IHSP,2020,2020,16,5-17 yr,0.5,0
Maryland,EIP,2020,2020,16,5-17 yr,0.8,0.1
Entire Network,IHSP,2020,2020,16,5-17 yr,0.8,0.3
Iowa,IHSP,2020,2020,16,5-17 yr,0,0
Georgia,EIP,2020,2020,16,5-17 yr,1.5,0.4
Entire Network,EIP,2020,2020,16,5-17 yr,0.7,0.1
Connecticut,EIP,2020,2020,16,5-17 yr,2,0
Entire Network,COVID-NET,2020,2020,16,5-17 yr,0.7,0.2
Colorado,EIP,2020,2020,16,5-17 yr,1.5,0.4
California,EIP,2020,2020,16,5-17 yr,0,0
Ohio,IHSP,2020,2020,17,5-17 yr,1.1,0
New York,EIP,2020,2020,17,5-17 yr,0.3,0.3
Oregon,EIP,2020,2020,17,5-17 yr,0.4,0
Tennessee,EIP,2020,2020,17,5-17 yr,0,0
Utah,IHSP,2020,2020,17,5-17 yr,0.9,0.4
Colorado,EIP,2020,2020,17,5-17 yr,2.2,0.7
California,EIP,2020,2020,17,5-17 yr,0,0
Entire Network,COVID-NET,2020,2020,17,5-17 yr,1,0.3
Connecticut,EIP,2020,2020,17,5-17 yr,5.4,3.4
Georgia,EIP,2020,2020,17,5-17 yr,1.5,0
Entire Network,EIP,2020,2020,17,5-17 yr,1,0.3
Iowa,IHSP,2020,2020,17,5-17 yr,0,0
Entire Network,IHSP,2020,2020,17,5-17 yr,0.9,0.1
Michigan,IHSP,2020,2020,17,5-17 yr,0.5,0
Maryland,EIP,2020,2020,17,5-17 yr,1.2,0.4
Minnesota,EIP,2020,2020,17,5-17 yr,0.2,0.2
New Mexico,EIP,2020,2020,17,5-17 yr,0,0
Colorado,EIP,2020,2020,18,5-17 yr,2.8,0.7
California,EIP,2020,2020,18,5-17 yr,0.4,0.4
Georgia,EIP,2020,2020,18,5-17 yr,1.8,0.3
Entire Network,EIP,2020,2020,18,5-17 yr,1.4,0.4
Connecticut,EIP,2020,2020,18,5-17 yr,6.7,1.3
Entire Network,COVID-NET,2020,2020,18,5-17 yr,1.3,0.4
Ohio,IHSP,2020,2020,18,5-17 yr,1.7,0.6
New York,EIP,2020,2020,18,5-17 yr,0.9,0.6
New Mexico,EIP,2020,2020,18,5-17 yr,0,0
Minnesota,EIP,2020,2020,18,5-17 yr,0.2,0
Michigan,IHSP,2020,2020,18,5-17 yr,0.5,0
Maryland,EIP,2020,2020,18,5-17 yr,1.9,0.6
Entire Network,IHSP,2020,2020,18,5-17 yr,1.1,0.3
Iowa,IHSP,2020,2020,18,5-17 yr,0,0
Utah,IHSP,2020,2020,18,5-17 yr,0.9,0
Tennessee,EIP,2020,2020,18,5-17 yr,0,0
Oregon,EIP,2020,2020,18,5-17 yr,0.4,0
California,EIP,2020,2020,19,5-17 yr,0.6,0.2
Colorado,EIP,2020,2020,19,5-17 yr,3.9,1.1
Entire Network,COVID-NET,2020,2020,19,5-17 yr,1.7,0.4
Entire Network,EIP,2020,2020,19,5-17 yr,1.7,0.4
Connecticut,EIP,2020,2020,19,5-17 yr,6.7,0
Georgia,EIP,2020,2020,19,5-17 yr,1.8,0
Iowa,IHSP,2020,2020,19,5-17 yr,4.9,4.9
Maryland,EIP,2020,2020,19,5-17 yr,2.5,0.6
Entire Network,IHSP,2020,2020,19,5-17 yr,1.5,0.4
Michigan,IHSP,2020,2020,19,5-17 yr,1.1,0.5
Minnesota,EIP,2020,2020,19,5-17 yr,0.6,0.4
New York,EIP,2020,2020,19,5-17 yr,0.9,0
New Mexico,EIP,2020,2020,19,5-17 yr,0,0
Ohio,IHSP,2020,2020,19,5-17 yr,2,0.3
Oregon,EIP,2020,2020,19,5-17 yr,0.7,0.4
Utah,IHSP,2020,2020,19,5-17 yr,0.9,0
Tennessee,EIP,2020,2020,19,5-17 yr,0.3,0.3
Colorado,EIP,2020,2020,20,5-17 yr,4.3,0.4
California,EIP,2020,2020,20,5-17 yr,0.6,0
Michigan,IHSP,2020,2020,20,5-17 yr,1.1,0
Maryland,EIP,2020,2020,20,5-17 yr,3.5,1
Entire Network,IHSP,2020,2020,20,5-17 yr,1.6,0.1
Iowa,IHSP,2020,2020,20,5-17 yr,9.9,4.9
Georgia,EIP,2020,2020,20,5-17 yr,1.9,0.1
Entire Network,EIP,2020,2020,20,5-17 yr,2.1,0.4
Connecticut,EIP,2020,2020,20,5-17 yr,6.7,0
Entire Network,COVID-NET,2020,2020,20,5-17 yr,2,0.3
Utah,IHSP,2020,2020,20,5-17 yr,0.9,0
Tennessee,EIP,2020,2020,20,5-17 yr,0.7,0.3
Oregon,EIP,2020,2020,20,5-17 yr,0.7,0
Ohio,IHSP,2020,2020,20,5-17 yr,2,0
New York,EIP,2020,2020,20,5-17 yr,0.9,0
New Mexico,EIP,2020,2020,20,5-17 yr,0.5,0.5
Minnesota,EIP,2020,2020,20,5-17 yr,1,0.4
California,EIP,2020,2020,21,5-17 yr,0.8,0.2
Colorado,EIP,2020,2020,21,5-17 yr,4.6,0.2
Connecticut,EIP,2020,2020,21,5-17 yr,6.7,0
Entire Network,COVID-NET,2020,2020,21,5-17 yr,2.5,0.5
Entire Network,EIP,2020,2020,21,5-17 yr,2.5,0.4
Georgia,EIP,2020,2020,21,5-17 yr,2.5,0.5
Entire Network,IHSP,2020,2020,21,5-17 yr,2.5,0.9
Iowa,IHSP,2020,2020,21,5-17 yr,9.9,0
Maryland,EIP,2020,2020,21,5-17 yr,3.9,0.4
Michigan,IHSP,2020,2020,21,5-17 yr,2.1,1.1
New Mexico,EIP,2020,2020,21,5-17 yr,0.5,0
Minnesota,EIP,2020,2020,21,5-17 yr,2.1,1.1
New York,EIP,2020,2020,21,5-17 yr,1.6,0.6
Ohio,IHSP,2020,2020,21,5-17 yr,2.2,0.3
Tennessee,EIP,2020,2020,21,5-17 yr,0.7,0
Oregon,EIP,2020,2020,21,5-17 yr,0.7,0
Utah,IHSP,2020,2020,21,5-17 yr,2.7,1.8
California,EIP,2020,2020,22,5-17 yr,1,0.2
Entire Network,EIP,2020,2020,22,5-17 yr,3.1,0.6
Connecticut,EIP,2020,2020,22,5-17 yr,8.1,1.3
Entire Network,COVID-NET,2020,2020,22,5-17 yr,3,0.5
Colorado,EIP,2020,2020,22,5-17 yr,5.4,0.9
Tennessee,EIP,2020,2020,22,5-17 yr,0.7,0
Utah,IHSP,2020,2020,22,5-17 yr,2.7,0
Oregon,EIP,2020,2020,22,5-17 yr,0.7,0
Ohio,IHSP,2020,2020,22,5-17 yr,2.8,0.6
New York,EIP,2020,2020,22,5-17 yr,1.9,0.3
New Mexico,EIP,2020,2020,22,5-17 yr,0.5,0
Minnesota,EIP,2020,2020,22,5-17 yr,3.2,1.1
Michigan,IHSP,2020,2020,22,5-17 yr,2.7,0.5
Maryland,EIP,2020,2020,22,5-17 yr,4.6,0.7
Entire Network,IHSP,2020,2020,22,5-17 yr,2.9,0.4
Iowa,IHSP,2020,2020,22,5-17 yr,9.9,0
Georgia,EIP,2020,2020,22,5-17 yr,3,0.5
New Mexico,EIP,2020,2020,23,5-17 yr,0.9,0.5
New York,EIP,2020,2020,23,5-17 yr,1.9,0
Oregon,EIP,2020,2020,23,5-17 yr,1.1,0.4
Ohio,IHSP,2020,2020,23,5-17 yr,3.4,0.6
Tennessee,EIP,2020,2020,23,5-17 yr,1,0.3
Utah,IHSP,2020,2020,23,5-17 yr,2.7,0
California,EIP,2020,2020,23,5-17 yr,1.2,0.2
Entire Network,COVID-NET,2020,2020,23,5-17 yr,3.4,0.4
Colorado,EIP,2020,2020,23,5-17 yr,6.1,0.7
Connecticut,EIP,2020,2020,23,5-17 yr,8.7,0.7
Entire Network,EIP,2020,2020,23,5-17 yr,3.5,0.4
Iowa,IHSP,2020,2020,23,5-17 yr,9.9,0
Georgia,EIP,2020,2020,23,5-17 yr,3.1,0.1
Entire Network,IHSP,2020,2020,23,5-17 yr,3.2,0.3
Maryland,EIP,2020,2020,23,5-17 yr,5.2,0.6
Minnesota,EIP,2020,2020,23,5-17 yr,3.6,0.4
Michigan,IHSP,2020,2020,23,5-17 yr,2.7,0
California,EIP,2020,2020,24,5-17 yr,1.5,0.4
Utah,IHSP,2020,2020,24,5-17 yr,3.1,0.4
Oregon,EIP,2020,2020,24,5-17 yr,1.1,0
Ohio,IHSP,2020,2020,24,5-17 yr,3.9,0.6
New York,EIP,2020,2020,24,5-17 yr,2.2,0.3
New Mexico,EIP,2020,2020,24,5-17 yr,0.9,0
Minnesota,EIP,2020,2020,24,5-17 yr,4.8,1.1
Michigan,IHSP,2020,2020,24,5-17 yr,2.7,0
Maryland,EIP,2020,2020,24,5-17 yr,5.4,0.2
Entire Network,IHSP,2020,2020,24,5-17 yr,3.5,0.4
Iowa,IHSP,2020,2020,24,5-17 yr,9.9,0
Georgia,EIP,2020,2020,24,5-17 yr,3.4,0.3
Entire Network,EIP,2020,2020,24,5-17 yr,3.7,0.3
Connecticut,EIP,2020,2020,24,5-17 yr,8.7,0
Entire Network,COVID-NET,2020,2020,24,5-17 yr,3.7,0.3
Colorado,EIP,2020,2020,24,5-17 yr,6.1,0
Tennessee,EIP,2020,2020,24,5-17 yr,1,0
Colorado,EIP,2020,2020,25,5-17 yr,6.3,0.2
California,EIP,2020,2020,25,5-17 yr,1.5,0
Entire Network,COVID-NET,2020,2020,25,5-17 yr,3.9,0.2
Connecticut,EIP,2020,2020,25,5-17 yr,8.7,0
Georgia,EIP,2020,2020,25,5-17 yr,4,0.5
Entire Network,EIP,2020,2020,25,5-17 yr,4,0.3
Iowa,IHSP,2020,2020,25,5-17 yr,9.9,0
Entire Network,IHSP,2020,2020,25,5-17 yr,3.5,0
Michigan,IHSP,2020,2020,25,5-17 yr,2.7,0
Maryland,EIP,2020,2020,25,5-17 yr,5.6,0.1
Minnesota,EIP,2020,2020,25,5-17 yr,5.7,1
New Mexico,EIP,2020,2020,25,5-17 yr,0.9,0
Ohio,IHSP,2020,2020,25,5-17 yr,3.9,0
New York,EIP,2020,2020,25,5-17 yr,2.2,0
Oregon,EIP,2020,2020,25,5-17 yr,1.1,0
Tennessee,EIP,2020,2020,25,5-17 yr,1.4,0.3
Utah,IHSP,2020,2020,25,5-17 yr,3.1,0
Connecticut,EIP,2020,2020,26,5-17 yr,8.7,0
Entire Network,COVID-NET,2020,2020,26,5-17 yr,4.4,0.4
Colorado,EIP,2020,2020,26,5-17 yr,6.5,0.2
California,EIP,2020,2020,26,5-17 yr,2.1,0.6
New Mexico,EIP,2020,2020,26,5-17 yr,1.4,0.5
Minnesota,EIP,2020,2020,26,5-17 yr,5.9,0.2
Michigan,IHSP,2020,2020,26,5-17 yr,2.7,0
Maryland,EIP,2020,2020,26,5-17 yr,5.9,0.3
Entire Network,IHSP,2020,2020,26,5-17 yr,3.9,0.4
Iowa,IHSP,2020,2020,26,5-17 yr,9.9,0
Georgia,EIP,2020,2020,26,5-17 yr,5.3,1.4
Entire Network,EIP,2020,2020,26,5-17 yr,4.5,0.4
Utah,IHSP,2020,2020,26,5-17 yr,4,0.9
Tennessee,EIP,2020,2020,26,5-17 yr,1.7,0.3
Oregon,EIP,2020,2020,26,5-17 yr,1.1,0
Ohio,IHSP,2020,2020,26,5-17 yr,4.2,0.3
New York,EIP,2020,2020,26,5-17 yr,2.2,0
Colorado,EIP,2020,2020,27,5-17 yr,6.7,0.2
Entire Network,COVID-NET,2020,2020,27,5-17 yr,5,0.6
Entire Network,EIP,2020,2020,27,5-17 yr,5.1,0.6
Connecticut,EIP,2020,2020,27,5-17 yr,8.7,0
Georgia,EIP,2020,2020,27,5-17 yr,7.2,1.9
Iowa,IHSP,2020,2020,27,5-17 yr,9.9,0
Maryland,EIP,2020,2020,27,5-17 yr,6.4,0.5
Entire Network,IHSP,2020,2020,27,5-17 yr,4.2,0.3
Michigan,IHSP,2020,2020,27,5-17 yr,2.7,0
Minnesota,EIP,2020,2020,27,5-17 yr,6.7,0.8
New York,EIP,2020,2020,27,5-17 yr,2.2,0
New Mexico,EIP,2020,2020,27,5-17 yr,1.4,0
Ohio,IHSP,2020,2020,27,5-17 yr,4.8,0.6
Oregon,EIP,2020,2020,27,5-17 yr,1.1,0
Utah,IHSP,2020,2020,27,5-17 yr,4,0
Tennessee,EIP,2020,2020,27,5-17 yr,2.4,0.7
California,EIP,2020,2020,27,5-17 yr,2.5,0.4
Utah,IHSP,2020,2020,28,5-17 yr,4.4,0.4
Tennessee,EIP,2020,2020,28,5-17 yr,3.7,1.4
Oregon,EIP,2020,2020,28,5-17 yr,1.8,0.7
Ohio,IHSP,2020,2020,28,5-17 yr,5.3,0.6
New York,EIP,2020,2020,28,5-17 yr,2.2,0
New Mexico,EIP,2020,2020,28,5-17 yr,1.4,0
Minnesota,EIP,2020,2020,28,5-17 yr,6.7,0
Michigan,IHSP,2020,2020,28,5-17 yr,2.7,0
Maryland,EIP,2020,2020,28,5-17 yr,7,0.6
Entire Network,IHSP,2020,2020,28,5-17 yr,4.5,0.4
Iowa,IHSP,2020,2020,28,5-17 yr,9.9,0
Georgia,EIP,2020,2020,28,5-17 yr,9,1.8
Entire Network,EIP,2020,2020,28,5-17 yr,5.8,0.7
Connecticut,EIP,2020,2020,28,5-17 yr,8.7,0
Entire Network,COVID-NET,2020,2020,28,5-17 yr,5.6,0.6
Colorado,EIP,2020,2020,28,5-17 yr,7.4,0.7
California,EIP,2020,2020,28,5-17 yr,3.1,0.6
Michigan,IHSP,2020,2020,29,5-17 yr,2.7,0
New Mexico,EIP,2020,2020,29,5-17 yr,1.4,0
Minnesota,EIP,2020,2020,29,5-17 yr,6.9,0.2
New York,EIP,2020,2020,29,5-17 yr,2.8,0.6
Ohio,IHSP,2020,2020,29,5-17 yr,5.6,0.3
Tennessee,EIP,2020,2020,29,5-17 yr,4.4,0.7
Oregon,EIP,2020,2020,29,5-17 yr,1.8,0
Utah,IHSP,2020,2020,29,5-17 yr,6.2,1.8
California,EIP,2020,2020,29,5-17 yr,3.5,0.4
Colorado,EIP,2020,2020,29,5-17 yr,7.8,0.4
Connecticut,EIP,2020,2020,29,5-17 yr,8.7,0
Entire Network,COVID-NET,2020,2020,29,5-17 yr,6.2,0.6
Entire Network,EIP,2020,2020,29,5-17 yr,6.3,0.5
Georgia,EIP,2020,2020,29,5-17 yr,10.4,1.4
Entire Network,IHSP,2020,2020,29,5-17 yr,5.2,0.6
Iowa,IHSP,2020,2020,29,5-17 yr,9.9,0
Maryland,EIP,2020,2020,29,5-17 yr,7.5,0.5
California,EIP,2020,2020,30,5-17 yr,3.9,0.4
Entire Network,COVID-NET,2020,2020,30,5-17 yr,6.4,0.3
Colorado,EIP,2020,2020,30,5-17 yr,7.8,0
Tennessee,EIP,2020,2020,30,5-17 yr,4.4,0
Utah,IHSP,2020,2020,30,5-17 yr,6.7,0.4
Oregon,EIP,2020,2020,30,5-17 yr,2.2,0.4
Ohio,IHSP,2020,2020,30,5-17 yr,5.6,0
New York,EIP,2020,2020,30,5-17 yr,2.8,0
New Mexico,EIP,2020,2020,30,5-17 yr,1.9,0.5
Minnesota,EIP,2020,2020,30,5-17 yr,6.9,0
Michigan,IHSP,2020,2020,30,5-17 yr,2.7,0
Maryland,EIP,2020,2020,30,5-17 yr,8,0.5
Entire Network,IHSP,2020,2020,30,5-17 yr,5.3,0.1
Iowa,IHSP,2020,2020,30,5-17 yr,9.9,0
Georgia,EIP,2020,2020,30,5-17 yr,11,0.7
Entire Network,EIP,2020,2020,30,5-17 yr,6.6,0.3
Connecticut,EIP,2020,2020,30,5-17 yr,8.7,0
California,EIP,2020,2020,31,5-17 yr,null,null
Entire Network,COVID-NET,2020,2020,31,5-17 yr,null,null
Colorado,EIP,2020,2020,31,5-17 yr,null,null
Connecticut,EIP,2020,2020,31,5-17 yr,null,null
Entire Network,EIP,2020,2020,31,5-17 yr,null,null
Iowa,IHSP,2020,2020,31,5-17 yr,null,null
Georgia,EIP,2020,2020,31,5-17 yr,null,null
Entire Network,IHSP,2020,2020,31,5-17 yr,null,null
Maryland,EIP,2020,2020,31,5-17 yr,null,null
Minnesota,EIP,2020,2020,31,5-17 yr,null,null
Michigan,IHSP,2020,2020,31,5-17 yr,null,null
New Mexico,EIP,2020,2020,31,5-17 yr,null,null
New York,EIP,2020,2020,31,5-17 yr,null,null
Oregon,EIP,2020,2020,31,5-17 yr,null,null
Ohio,IHSP,2020,2020,31,5-17 yr,null,null
Tennessee,EIP,2020,2020,31,5-17 yr,null,null
Utah,IHSP,2020,2020,31,5-17 yr,null,null
Tennessee,EIP,2020,2020,32,5-17 yr,null,null
Utah,IHSP,2020,2020,32,5-17 yr,null,null
Oregon,EIP,2020,2020,32,5-17 yr,null,null
Ohio,IHSP,2020,2020,32,5-17 yr,null,null
New York,EIP,2020,2020,32,5-17 yr,null,null
New Mexico,EIP,2020,2020,32,5-17 yr,null,null
Minnesota,EIP,2020,2020,32,5-17 yr,null,null
Michigan,IHSP,2020,2020,32,5-17 yr,null,null
Maryland,EIP,2020,2020,32,5-17 yr,null,null
Entire Network,IHSP,2020,2020,32,5-17 yr,null,null
Iowa,IHSP,2020,2020,32,5-17 yr,null,null
Georgia,EIP,2020,2020,32,5-17 yr,null,null
Entire Network,EIP,2020,2020,32,5-17 yr,null,null
Connecticut,EIP,2020,2020,32,5-17 yr,null,null
Entire Network,COVID-NET,2020,2020,32,5-17 yr,null,null
Colorado,EIP,2020,2020,32,5-17 yr,null,null
California,EIP,2020,2020,32,5-17 yr,null,null
Tennessee,EIP,2020,2020,33,5-17 yr,null,null
Utah,IHSP,2020,2020,33,5-17 yr,null,null
Colorado,EIP,2020,2020,33,5-17 yr,null,null
California,EIP,2020,2020,33,5-17 yr,null,null
Entire Network,COVID-NET,2020,2020,33,5-17 yr,null,null
Connecticut,EIP,2020,2020,33,5-17 yr,null,null
Georgia,EIP,2020,2020,33,5-17 yr,null,null
Entire Network,EIP,2020,2020,33,5-17 yr,null,null
Iowa,IHSP,2020,2020,33,5-17 yr,null,null
Entire Network,IHSP,2020,2020,33,5-17 yr,null,null
Michigan,IHSP,2020,2020,33,5-17 yr,null,null
Maryland,EIP,2020,2020,33,5-17 yr,null,null
Minnesota,EIP,2020,2020,33,5-17 yr,null,null
New Mexico,EIP,2020,2020,33,5-17 yr,null,null
Ohio,IHSP,2020,2020,33,5-17 yr,null,null
New York,EIP,2020,2020,33,5-17 yr,null,null
Oregon,EIP,2020,2020,33,5-17 yr,null,null
