,population,county_name,state_name,cumulative_confirmed,cumulative_deceased,latitude,longitude
"Sussex County, Delaware",234225.0,Sussex County,Delaware,5608.0,191.0,38.68,-75.34
"District of Columbia, District of Columbia",705749.0,District of Columbia,District of Columbia,12126.0,585.0,38.895,-77.036666666667
"Alachua County, Florida",269043.0,Alachua County,Florida,3581.0,21.0,29.683333333333,-82.366666666667
"Baker County, Florida",29210.0,Baker County,Florida,370.0,4.0,30.32,-82.27
"Bay County, Florida",174705.0,Bay County,Florida,3603.0,21.0,30.24,-85.63
"Bradford County, Florida",28201.0,Bradford County,Florida,331.0,3.0,29.95,-82.17
"Brevard County, Florida",601942.0,Brevard County,Florida,5497.0,114.0,28.3,-80.7
"Broward County, Florida",1952778.0,Broward County,Florida,56516.0,709.0,26.124354,-80.249503
"Calhoun County, Florida",14105.0,Calhoun County,Florida,287.0,7.0,30.41,-85.2
"Charlotte County, Florida",188910.0,Charlotte County,Florida,1957.0,86.0,26.9,-81.95
"Citrus County, Florida",149657.0,Citrus County,Florida,1227.0,27.0,28.85,-82.52
"Clay County, Florida",219252.0,Clay County,Florida,2842.0,48.0,29.98,-81.86
"Collier County, Florida",384902.0,Collier County,Florida,9468.0,122.0,26.08,-81.4
"Columbia County, Florida",71686.0,Columbia County,Florida,2542.0,10.0,30.23,-82.63
"DeSoto County, Florida",38001.0,DeSoto County,Florida,1280.0,14.0,27.19,-81.81
"Dixie County, Florida",16826.0,Dixie County,Florida,263.0,4.0,29.59,-83.19
"Duval County, Florida",957755.0,Duval County,Florida,21179.0,153.0,30.33,-81.65
"Escambia County, Florida",318316.0,Escambia County,Florida,7775.0,95.0,30.61,-87.33
"Flagler County, Florida",115081.0,Flagler County,Florida,910.0,10.0,29.47,-81.3
"Franklin County, Florida",12125.0,Franklin County,Florida,116.0,1.0,29.8,-84.82
"Gadsden County, Florida",45660.0,Gadsden County,Florida,1426.0,18.0,30.58,-84.61
"Gilchrist County, Florida",18582.0,Gilchrist County,Florida,329.0,3.0,29.73,-82.8
"Glades County, Florida",13811.0,Glades County,Florida,391.0,3.0,26.95,-81.19
"Gulf County, Florida",13639.0,Gulf County,Florida,373.0,1.0,29.9,-85.24
"Hamilton County, Florida",14428.0,Hamilton County,Florida,574.0,3.0,30.49,-82.95
"Hardee County, Florida",26937.0,Hardee County,Florida,836.0,7.0,27.49,-81.81
"Hendry County, Florida",42022.0,Hendry County,Florida,1645.0,36.0,26.55,-81.17
"Hernando County, Florida",193920.0,Hernando County,Florida,1706.0,32.0,28.55,-82.47
"Highlands County, Florida",106221.0,Highlands County,Florida,1195.0,26.0,27.34,-81.34
"Hillsborough County, Florida",1471968.0,Hillsborough County,Florida,28950.0,335.0,27.91,-82.35
"Holmes County, Florida",19617.0,Holmes County,Florida,431.0,2.0,30.87,-85.81
"Indian River County, Florida",159923.0,Indian River County,Florida,2233.0,45.0,27.7,-80.58
"Jackson County, Florida",46414.0,Jackson County,Florida,1577.0,31.0,30.8,-85.21
"Jefferson County, Florida",14246.0,Jefferson County,Florida,337.0,5.0,30.42,-83.9
"Lafayette County, Florida",8422.0,Lafayette County,Florida,111.0,1.0,29.99,-83.18
"Lake County, Florida",367118.0,Lake County,Florida,4526.0,51.0,28.77,-81.72
"Lee County, Florida",770577.0,Lee County,Florida,15298.0,295.0,26.58,-81.92
"Leon County, Florida",293582.0,Leon County,Florida,4257.0,14.0,30.46,-84.28
"Levy County, Florida",41503.0,Levy County,Florida,578.0,3.0,29.28,-82.79
"Liberty County, Florida",8354.0,Liberty County,Florida,399.0,2.0,30.23,-84.89
"Madison County, Florida",18493.0,Madison County,Florida,618.0,7.0,30.45,-83.47
"Manatee County, Florida",403253.0,Manatee County,Florida,8494.0,182.0,27.48,-82.36
"Marion County, Florida",365579.0,Marion County,Florida,5046.0,60.0,29.21,-82.06
"Martin County, Florida",161000.0,Martin County,Florida,3601.0,75.0,27.08,-80.4
"Miami-Dade County, Florida",2716940.0,Miami-Dade County,Florida,120202.0,1611.0,25.774167,-80.193611
"Monroe County, Florida",74228.0,Monroe County,Florida,1322.0,8.0,25.12,-81.15
"Nassau County, Florida",88625.0,Nassau County,Florida,1079.0,10.0,30.61,-81.77
"Okaloosa County, Florida",210738.0,Okaloosa County,Florida,2799.0,28.0,30.6875,-86.5925
"Okeechobee County, Florida",42168.0,Okeechobee County,Florida,918.0,6.0,27.39,-80.89
"Orange County, Florida",1393452.0,Orange County,Florida,29052.0,215.0,28.51,-81.32
"Osceola County, Florida",375751.0,Osceola County,Florida,8524.0,71.0,28.06,-81.15
"Palm Beach County, Florida",1496770.0,Palm Beach County,Florida,33694.0,815.0,26.71,-80.05
"Pasco County, Florida",553947.0,Pasco County,Florida,6361.0,96.0,28.3,-82.44
"Pinellas County, Florida",974996.0,Pinellas County,Florida,16584.0,432.0,27.9,-82.74
"Polk County, Florida",724777.0,Polk County,Florida,12568.0,268.0,27.96,-81.7
"Putnam County, Florida",74521.0,Putnam County,Florida,1294.0,15.0,29.61,-81.74
"Santa Rosa County, Florida",184313.0,Santa Rosa County,Florida,3380.0,22.0,30.7,-87.02
"Sarasota County, Florida",433742.0,Sarasota County,Florida,5537.0,120.0,27.19,-82.37
"Seminole County, Florida",471826.0,Seminole County,Florida,6484.0,82.0,28.71,-81.23
"Sumter County, Florida",132420.0,Sumter County,Florida,1087.0,30.0,28.71,-82.08
"Suwannee County, Florida",44417.0,Suwannee County,Florida,1146.0,32.0,30.19,-82.99
"Taylor County, Florida",21569.0,Taylor County,Florida,360.0,3.0,30.02,-83.62
"Union County, Florida",15237.0,Union County,Florida,218.0,4.0,30.04,-82.37
"Volusia County, Florida",553284.0,Volusia County,Florida,6928.0,112.0,29.07,-81.14
"Wakulla County, Florida",33739.0,Wakulla County,Florida,597.0,3.0,30.15,-84.38
"Walton County, Florida",74071.0,Walton County,Florida,1237.0,13.0,30.61,-86.17
"Washington County, Florida",25473.0,Washington County,Florida,518.0,14.0,30.61,-85.67
"Appling County, Georgia",18386.0,Appling County,Georgia,555.0,16.0,31.75,-82.29
"Atkinson County, Georgia",8165.0,Atkinson County,Georgia,283.0,2.0,31.29,-82.87
"Bacon County, Georgia",11164.0,Bacon County,Georgia,404.0,6.0,31.56,-82.45
"Baker County, Georgia",3038.0,Baker County,Georgia,55.0,3.0,31.33,-84.45
"Baldwin County, Georgia",44890.0,Baldwin County,Georgia,917.0,38.0,33.07,-83.25
"Banks County, Georgia",19234.0,Banks County,Georgia,235.0,3.0,34.35,-83.5
"Barrow County, Georgia",83240.0,Barrow County,Georgia,1061.0,32.0,33.99,-83.71
"Bartow County, Georgia",107738.0,Bartow County,Georgia,1545.0,55.0,34.24,-84.84
"Ben Hill County, Georgia",16700.0,Ben Hill County,Georgia,335.0,3.0,31.76,-83.22
"Berrien County, Georgia",19397.0,Berrien County,Georgia,256.0,0.0,31.27,-83.23
"Bibb County, Georgia",153159.0,Bibb County,Georgia,3052.0,59.0,32.8,-83.7
"Bleckley County, Georgia",12873.0,Bleckley County,Georgia,127.0,3.0,32.44,-83.33
"Brantley County, Georgia",19109.0,Brantley County,Georgia,219.0,4.0,31.2,-81.98
"Brooks County, Georgia",15457.0,Brooks County,Georgia,364.0,15.0,30.72888889,-83.715
"Bryan County, Georgia",39627.0,Bryan County,Georgia,530.0,7.0,32.02,-81.44
"Bulloch County, Georgia",79608.0,Bulloch County,Georgia,1055.0,11.0,32.39,-81.74
"Burke County, Georgia",22383.0,Burke County,Georgia,390.0,7.0,33.06,-82.0
"Butts County, Georgia",24936.0,Butts County,Georgia,460.0,37.0,33.29,-83.96
"Calhoun County, Georgia",6189.0,Calhoun County,Georgia,189.0,6.0,31.53,-84.62
"Camden County, Georgia",54666.0,Camden County,Georgia,607.0,4.0,30.92,-81.64
"Candler County, Georgia",10803.0,Candler County,Georgia,211.0,4.0,32.4,-82.07
"Carroll County, Georgia",119992.0,Carroll County,Georgia,1687.0,46.0,33.58,-85.08
"Catoosa County, Georgia",67580.0,Catoosa County,Georgia,527.0,9.0,34.9,-85.14
"Charlton County, Georgia",13392.0,Charlton County,Georgia,348.0,3.0,30.78,-82.14
"Chatham County, Georgia",289430.0,Chatham County,Georgia,4808.0,67.0,31.97,-81.09
"Chattahoochee County, Georgia",10907.0,Chattahoochee County,Georgia,594.0,1.0,32.35,-84.79
"Chattooga County, Georgia",24789.0,Chattooga County,Georgia,175.0,2.0,34.48,-85.35
"Cherokee County, Georgia",258773.0,Cherokee County,Georgia,2743.0,54.0,34.24,-84.47
"Clarke County, Georgia",128331.0,Clarke County,Georgia,1665.0,17.0,33.955464,-83.383245
"Clay County, Georgia",2834.0,Clay County,Georgia,72.0,2.0,31.62,-84.99
"Clayton County, Georgia",292256.0,Clayton County,Georgia,4413.0,97.0,33.54,-84.36
"Clinch County, Georgia",6618.0,Clinch County,Georgia,169.0,4.0,30.92,-82.7
"Cobb County, Georgia",760141.0,Cobb County,Georgia,11206.0,297.0,33.94,-84.58
"Coffee County, Georgia",43273.0,Coffee County,Georgia,1299.0,24.0,31.55,-82.85
"Colquitt County, Georgia",45600.0,Colquitt County,Georgia,1454.0,21.0,31.19,-83.77
"Columbia County, Georgia",156714.0,Columbia County,Georgia,1793.0,19.0,33.55,-82.26
"Cook County, Georgia",17270.0,Cook County,Georgia,394.0,6.0,31.166666666667,-83.433333333333
"Coweta County, Georgia",148509.0,Coweta County,Georgia,1296.0,19.0,33.35,-84.76
"Crawford County, Georgia",12404.0,Crawford County,Georgia,88.0,0.0,32.71,-83.98
"Crisp County, Georgia",22372.0,Crisp County,Georgia,358.0,14.0,31.93,-83.77
"Dade County, Georgia",16116.0,Dade County,Georgia,107.0,1.0,34.85,-85.5
"Dawson County, Georgia",26108.0,Dawson County,Georgia,290.0,3.0,34.44,-84.17
"Decatur County, Georgia",26404.0,Decatur County,Georgia,604.0,8.0,30.88,-84.58
"DeKalb County, Georgia",759297.0,DeKalb County,Georgia,12127.0,222.0,33.77,-84.23
"Dodge County, Georgia",20605.0,Dodge County,Georgia,186.0,2.0,32.17,-83.17
"Dooly County, Georgia",13390.0,Dooly County,Georgia,239.0,14.0,32.16,-83.8
"Dougherty County, Georgia",87956.0,Dougherty County,Georgia,2571.0,168.0,31.54,-84.22
"Douglas County, Georgia",146343.0,Douglas County,Georgia,2245.0,48.0,33.7,-84.77
"Early County, Georgia",10190.0,Early County,Georgia,342.0,31.0,31.33,-84.91
"Echols County, Georgia",4006.0,Echols County,Georgia,220.0,1.0,30.72,-82.9
"Effingham County, Georgia",64296.0,Effingham County,Georgia,614.0,1.0,32.37,-81.34
"Elbert County, Georgia",19194.0,Elbert County,Georgia,318.0,1.0,34.11,-82.84
"Emanuel County, Georgia",22646.0,Emanuel County,Georgia,391.0,7.0,32.59,-82.3
"Evans County, Georgia",10654.0,Evans County,Georgia,202.0,1.0,32.16,-81.89
"Fannin County, Georgia",26188.0,Fannin County,Georgia,266.0,2.0,34.86,-84.32
"Fayette County, Georgia",114421.0,Fayette County,Georgia,918.0,24.0,33.41,-84.49
"Floyd County, Georgia",98498.0,Floyd County,Georgia,1206.0,15.0,34.26,-85.22
"Forsyth County, Georgia",244252.0,Forsyth County,Georgia,1858.0,19.0,34.22,-84.13
"Franklin County, Georgia",23349.0,Franklin County,Georgia,350.0,4.0,34.37,-83.23
"Fulton County, Georgia",1063937.0,Fulton County,Georgia,17646.0,389.0,33.79,-84.47
"Gilmer County, Georgia",31369.0,Gilmer County,Georgia,484.0,3.0,34.69,-84.46
"Glascock County, Georgia",2971.0,Glascock County,Georgia,21.0,0.0,33.23,-82.61
"Glynn County, Georgia",85292.0,Glynn County,Georgia,2250.0,28.0,31.22,-81.49
"Gordon County, Georgia",57963.0,Gordon County,Georgia,985.0,23.0,34.5,-84.87
"Grady County, Georgia",24633.0,Grady County,Georgia,394.0,4.0,30.88,-84.23
"Greene County, Georgia",18324.0,Greene County,Georgia,236.0,11.0,33.58,-83.17
"Gwinnett County, Georgia",936250.0,Gwinnett County,Georgia,17130.0,238.0,33.96,-84.03
"Habersham County, Georgia",45328.0,Habersham County,Georgia,1011.0,48.0,34.63,-83.53
"Hall County, Georgia",204441.0,Hall County,Georgia,5372.0,77.0,34.32,-83.82
"Hancock County, Georgia",8457.0,Hancock County,Georgia,280.0,34.0,33.27,-83.0
"Haralson County, Georgia",29792.0,Haralson County,Georgia,189.0,6.0,33.79,-85.21
"Harris County, Georgia",35236.0,Harris County,Georgia,607.0,15.0,32.74,-84.91
"Hart County, Georgia",26205.0,Hart County,Georgia,255.0,1.0,34.35,-82.96
"Heard County, Georgia",11923.0,Heard County,Georgia,128.0,3.0,33.3,-85.13
"Henry County, Georgia",234561.0,Henry County,Georgia,2895.0,40.0,33.46,-84.16
"Houston County, Georgia",157863.0,Houston County,Georgia,1714.0,46.0,32.46,-83.67
"Irwin County, Georgia",9416.0,Irwin County,Georgia,152.0,1.0,31.6,-83.27
"Jackson County, Georgia",72977.0,Jackson County,Georgia,912.0,13.0,34.13,-83.56
"Jasper County, Georgia",14219.0,Jasper County,Georgia,121.0,1.0,33.32,-83.69
"Jeff Davis County, Georgia",15115.0,Jeff Davis County,Georgia,349.0,6.0,31.8,-82.64
"Jefferson County, Georgia",15362.0,Jefferson County,Georgia,417.0,5.0,33.05,-82.42
"Jenkins County, Georgia",8676.0,Jenkins County,Georgia,225.0,22.0,32.79,-81.96
"Johnson County, Georgia",9643.0,Johnson County,Georgia,215.0,9.0,32.7,-82.66
"Jones County, Georgia",28735.0,Jones County,Georgia,253.0,3.0,33.03,-83.57
"Lamar County, Georgia",19077.0,Lamar County,Georgia,219.0,9.0,33.07,-84.14
"Lanier County, Georgia",10423.0,Lanier County,Georgia,212.0,4.0,31.04,-83.06
"Laurens County, Georgia",47546.0,Laurens County,Georgia,706.0,4.0,32.46,-82.93
"Lee County, Georgia",29992.0,Lee County,Georgia,501.0,22.0,31.78,-84.14
"Liberty County, Georgia",61435.0,Liberty County,Georgia,575.0,2.0,31.8,-81.46
"Lincoln County, Georgia",7921.0,Lincoln County,Georgia,124.0,4.0,33.79,-82.45
"Long County, Georgia",19559.0,Long County,Georgia,114.0,1.0,31.76,-81.75
"Lowndes County, Georgia",117406.0,Lowndes County,Georgia,2894.0,31.0,30.83,-83.27
"Lumpkin County, Georgia",33610.0,Lumpkin County,Georgia,291.0,6.0,34.57,-84.0
"McDuffie County, Georgia",21312.0,McDuffie County,Georgia,280.0,9.0,33.48,-82.48
"McIntosh County, Georgia",14378.0,McIntosh County,Georgia,145.0,2.0,31.48,-81.37
"Macon County, Georgia",12947.0,Macon County,Georgia,171.0,10.0,32.35,-84.04
"Madison County, Georgia",29880.0,Madison County,Georgia,321.0,4.0,34.13,-83.21
"Marion County, Georgia",8359.0,Marion County,Georgia,136.0,4.0,32.35,-84.53
"Meriwether County, Georgia",21167.0,Meriwether County,Georgia,347.0,5.0,33.04,-84.69
"Miller County, Georgia",5718.0,Miller County,Georgia,125.0,0.0,31.16,-84.73
"Mitchell County, Georgia",21863.0,Mitchell County,Georgia,604.0,41.0,31.22,-84.19
"Monroe County, Georgia",27578.0,Monroe County,Georgia,408.0,23.0,33.01,-83.91
"Montgomery County, Georgia",9172.0,Montgomery County,Georgia,124.0,0.0,32.17,-82.53
"Morgan County, Georgia",19276.0,Morgan County,Georgia,191.0,0.0,33.59,-83.49
"Murray County, Georgia",40096.0,Murray County,Georgia,520.0,2.0,34.78,-84.75
"Muscogee County, Georgia",195769.0,Muscogee County,Georgia,4201.0,81.0,32.51,-84.87
"Newton County, Georgia",111744.0,Newton County,Georgia,1533.0,32.0,33.599243,-83.858729
"Oconee County, Georgia",40280.0,Oconee County,Georgia,378.0,15.0,33.84,-83.44
"Oglethorpe County, Georgia",15259.0,Oglethorpe County,Georgia,181.0,7.0,33.88,-83.08
"Paulding County, Georgia",168667.0,Paulding County,Georgia,1370.0,19.0,33.92,-84.87
"Peach County, Georgia",27546.0,Peach County,Georgia,308.0,12.0,32.56,-83.83
"Pickens County, Georgia",32591.0,Pickens County,Georgia,274.0,5.0,34.46,-84.46
"Pierce County, Georgia",19465.0,Pierce County,Georgia,373.0,6.0,31.36,-82.22
"Pike County, Georgia",18962.0,Pike County,Georgia,186.0,4.0,33.09,-84.39
"Polk County, Georgia",42613.0,Polk County,Georgia,637.0,6.0,34.0,-85.18
"Pulaski County, Georgia",11137.0,Pulaski County,Georgia,81.0,2.0,32.24,-83.47
"Putnam County, Georgia",22119.0,Putnam County,Georgia,364.0,17.0,33.32,-83.37
"Quitman County, Georgia",2299.0,Quitman County,Georgia,29.0,1.0,31.86,-85.01
"Rabun County, Georgia",17137.0,Rabun County,Georgia,186.0,3.0,34.87692,-83.4082
"Randolph County, Georgia",6778.0,Randolph County,Georgia,257.0,26.0,31.76,-84.76
"Richmond County, Georgia",202518.0,Richmond County,Georgia,3482.0,79.0,33.36,-82.07
"Rockdale County, Georgia",90896.0,Rockdale County,Georgia,1122.0,15.0,33.65,-84.03
"Schley County, Georgia",5257.0,Schley County,Georgia,49.0,1.0,32.266666666667,-84.299722222222
"Screven County, Georgia",13966.0,Screven County,Georgia,167.0,9.0,32.75,-81.61
"Seminole County, Georgia",8090.0,Seminole County,Georgia,135.0,2.0,30.93,-84.87
"Spalding County, Georgia",66703.0,Spalding County,Georgia,837.0,38.0,33.26,-84.28
"Stephens County, Georgia",25925.0,Stephens County,Georgia,542.0,10.0,34.56,-83.29
"Stewart County, Georgia",6621.0,Stewart County,Georgia,245.0,5.0,32.08,-84.84
"Sumter County, Georgia",29524.0,Sumter County,Georgia,717.0,56.0,32.04,-84.2
"Talbot County, Georgia",6195.0,Talbot County,Georgia,122.0,3.0,32.71,-84.53
"Taliaferro County, Georgia",1537.0,Taliaferro County,Georgia,12.0,0.0,33.57,-82.88
"Tattnall County, Georgia",25286.0,Tattnall County,Georgia,394.0,1.0,32.04,-82.06
"Taylor County, Georgia",8020.0,Taylor County,Georgia,69.0,2.0,32.55,-84.25
"Telfair County, Georgia",15860.0,Telfair County,Georgia,251.0,6.0,31.93,-82.94
"Terrell County, Georgia",8531.0,Terrell County,Georgia,289.0,30.0,31.78,-84.44
"Thomas County, Georgia",44451.0,Thomas County,Georgia,943.0,39.0,30.86,-83.92
"Tift County, Georgia",40644.0,Tift County,Georgia,1220.0,34.0,31.46,-83.53
"Toombs County, Georgia",26830.0,Toombs County,Georgia,592.0,6.0,32.12,-82.34
"Towns County, Georgia",12037.0,Towns County,Georgia,107.0,1.0,34.92,-83.74
"Treutlen County, Georgia",6901.0,Treutlen County,Georgia,89.0,3.0,32.4,-82.57
"Troup County, Georgia",69922.0,Troup County,Georgia,2158.0,58.0,33.03,-85.03
"Turner County, Georgia",7985.0,Turner County,Georgia,222.0,18.0,31.72,-83.63
"Twiggs County, Georgia",8120.0,Twiggs County,Georgia,93.0,3.0,32.67,-83.43
"Union County, Georgia",24511.0,Union County,Georgia,197.0,6.0,34.83,-83.99
"Upson County, Georgia",26320.0,Upson County,Georgia,471.0,45.0,32.88,-84.3
"Walker County, Georgia",69761.0,Walker County,Georgia,539.0,14.0,34.73,-85.3
"Walton County, Georgia",94593.0,Walton County,Georgia,900.0,34.0,33.78,-83.74
"Ware County, Georgia",35734.0,Ware County,Georgia,1055.0,23.0,31.05,-82.42
"Warren County, Georgia",5254.0,Warren County,Georgia,53.0,0.0,33.41,-82.68
"Washington County, Georgia",20374.0,Washington County,Georgia,400.0,2.0,32.97,-82.79
"Wayne County, Georgia",29927.0,Wayne County,Georgia,559.0,4.0,31.55,-81.91
"Webster County, Georgia",2607.0,Webster County,Georgia,36.0,2.0,32.05,-84.55
"Wheeler County, Georgia",7855.0,Wheeler County,Georgia,84.0,1.0,32.12,-82.72
